,animal,day,session,cell,gridness,coherence,spatial info,field number,field radius,field spacing,exposure number
23,PL76,2019-12-13,1m floor s2,TT1_SS_02.txt,1.330758942,0.737950745,1.04533273,2,11.20191897,63.38197674,6
24,PL76,2019-12-13,1m floor s2,TT1_SS_03.txt,1.443376125,0.654728286,0.634487689,3,11.44531176,62.75802785,6
25,PL76,2019-12-13,1m floor s2,TT2_SS_03.txt,1.300205655,0.766062435,1.15924622,3,10.59192736,65.66242976,6
26,PL76,2019-12-19,1m floor s2,TT3_SS_02.txt,1.546381755,0.701417238,0.934037367,3,12.37108935,61.42698018,7
27,PL76,2019-12-4,1m floor s2,TT3_SS_05.txt,-0.956684958,0.480541733,1.325860145,1,11.75281077,,1
28,PL76,2019-12-4,1m floor s2,TT4_SS_03.txt,-0.427277251,0.427393127,0.587066148,1,18.45149644,,1
29,PL76,2019-12-5,1m floor s2,TT4_SS_01.txt,-0.002583821,0.725777056,1.052077528,1,16.26604703,,2
30,PL76,2019-12-5,1m floor s2,TT4_SS_05.txt,-0.106715346,0.602465533,1.502474741,2,9.146328539,88.3886581,2
31,PL76,2019-12-6,1m floor s2,TT3_SS_08.txt,0.240278517,0.521985881,0.543935695,2,12.15960216,32.34529867,3
32,PL76,2019-12-6,1m floor s2,TT4_SS_04.txt,1.037163767,0.50552913,0.646621808,2,11.91719373,58.73213747,3
33,PL76,2020-1-13,1m floor s2,TT2_SS_01.txt,0.534921672,0.529600716,0.312594575,2,13.84301485,39.88490998,11
34,PL76,2020-1-13,1m floor s2,TT2_SS_02.txt,1.307271278,0.700464317,0.805108497,3,14.87062191,60.54325606,11
35,PL76,2020-1-13,1m floor s2,TT2_SS_03.txt,0.343175353,0.284986289,0.588962481,2,10.84901368,56.46204095,11
36,PL76,2020-1-13,1m floor s2,TT2_SS_04.txt,0.908675087,0.723874402,1.179462221,3,11.83528765,61.86897323,11
37,PL87,2021-2-19,1m floor s2,TT2_SS_02.txt,0.62574343,0.720139444,0.732778597,2,12.55321823,48.76695567,1
38,PL87,2021-2-19,1m floor s2,TT2_SS_03.txt,-0.102389423,0.593407384,0.968232399,2,13.48709371,54.71771005,1
39,AM8,2021-4-6,1m active raised s3,TT1_SS_06.txt,-0.168655357,0.112392183,0.16607167,1,7.848568819,,1
40,AM8,2021-4-6,1m active raised s3,TT2_SS_04.txt,-0.445453125,0.065365142,0.329360268,1,13.07250599,,1
41,AM8,2021-4-6,1m active raised s3,TT2_SS_06.txt,-0.441867797,0.434355866,0.5390071,2,13.03444912,75.1357969,1
42,AM8,2021-4-9,1m active raised s3,TT2_SS_01.txt,-0.240512785,0.604669993,1.049108363,2,12.32216408,66.4540117,2
43,PL73,2019-10-28,1m active raised s3,TT1_SS_02.txt,0.067555876,0.285604125,0.374310625,2,15.66580067,74.45146882,2
44,PL73,2019-10-28,1m active raised s3,TT1_SS_04.txt,-0.393595485,0.357246378,0.484247026,0,,,2
45,PL73,2019-10-28,1m active raised s3,TT2_SS_01.txt,0.114625631,0.286030006,0.762261826,1,21.56388695,,2
46,PL76,2019-12-10,1m active raised s3,TT1_SS_05.txt,0.974838092,0.13707665,0.542565087,3,12.04163599,61.44491752,4
47,PL76,2019-12-10,1m active raised s3,TT1_SS_06.txt,-0.323990177,0.360236133,1.055006747,2,11.40629803,59.18808039,4
48,PL76,2019-12-10,1m active raised s3,TT2_SS_01.txt,0.03382733,0.525489652,1.247153071,2,14.9153372,54.59151216,4
49,PL76,2019-12-10,1m active raised s3,TT2_SS_02.txt,-0.024542816,0.472030819,1.485783875,1,13.8806541,,4
50,PL76,2019-12-10,1m active raised s3,TT3_SS_07.txt,0.034100271,0.177257323,0.71743183,4,11.47141538,55.47463883,4
51,PL76,2019-12-10,1m active raised s3,TT3_SS_09.txt,1.318641845,0.641151117,1.337264658,2,9.865568235,60.65248906,4
52,PL76,2019-12-10,1m active raised s3,TT3_SS_11.txt,-0.630289219,0.357467649,0.529407319,2,13.80891897,45.11264604,4
53,PL76,2019-12-10,1m active raised s3,TT3_SS_14.txt,-0.189328896,0.404706664,0.699111886,2,15.66237232,56.66531598,4
54,PL76,2019-12-11,1m active raised s3,TT1_SS_03.txt,0.142598221,0.510603123,1.063844485,1,14.22801595,,5
55,PL76,2019-12-11,1m active raised s3,TT1_SS_04.txt,0.085824795,0.464326449,1.01640346,3,12.28148985,51.94041511,5
56,PL76,2019-12-11,1m active raised s3,TT1_SS_07.txt,0.955752593,0.387407682,0.90500107,2,15.68754917,54.18566025,5
57,PL76,2019-12-11,1m active raised s3,TT2_SS_05.txt,-0.001491262,0.275920172,0.503687277,2,14.74182723,41.84464303,5
58,PL76,2019-12-11,1m active raised s3,TT3_SS_10.txt,1.213627463,0.426940671,0.505469628,2,15.5923761,64.89054694,5
59,PL76,2019-12-11,1m active raised s3,TT3_SS_12.txt,-0.839862178,0.58218926,1.702083246,1,12.28148985,,5
60,PL76,2019-12-11,1m active raised s3,TT3_SS_14.txt,0.001729402,0.365299411,0.401073502,4,12.83462853,47.23110953,5
61,PL76,2019-12-13,1m active raised s3,TT1_SS_01.txt,-0.118991092,0.360502114,0.574469671,3,12.55821511,62.71871226,6
62,PL76,2019-12-13,1m active raised s3,TT1_SS_02.txt,1.366171874,0.582740867,1.036545217,2,11.62664797,56.18730101,6
63,PL76,2019-12-13,1m active raised s3,TT1_SS_03.txt,0.974534371,0.558545744,0.76391501,2,11.96372206,54.81388037,6
64,PL76,2019-12-13,1m active raised s3,TT2_SS_03.txt,1.031027119,0.58820191,1.428378935,1,16.13747991,,6
65,PL76,2019-12-19,1m active raised s3,TT3_SS_02.txt,0.934759385,0.51908716,0.629682678,1,18.05937433,,7
66,PL76,2019-12-4,1m active raised s3,TT3_SS_05.txt,-0.122770574,0.377332994,1.261348533,1,14.72290046,,1
67,PL76,2019-12-4,1m active raised s3,TT4_SS_03.txt,-0.403565487,0.257901424,0.496409505,1,20.62941979,,1
68,PL76,2019-12-5,1m active raised s3,TT4_SS_01.txt,0.408886625,0.490265558,0.617299055,4,11.34288303,49.37126611,2
69,PL76,2019-12-5,1m active raised s3,TT4_SS_05.txt,-0.709955459,0.394889492,1.1460316,2,10.45405816,47.53806929,2
70,PL76,2019-12-6,1m active raised s3,TT3_SS_08.txt,-0.590903122,0.382918629,0.407287369,1,11.28379167,,3
71,PL76,2019-12-6,1m active raised s3,TT4_SS_04.txt,0.278975338,0.473050107,0.677899984,3,11.51647165,65.80411238,3
72,PL76,2020-1-13,1m active raised s3,TT2_SS_01.txt,0.806386971,0.392897022,0.208580369,0,,,11
73,PL76,2020-1-13,1m active raised s3,TT2_SS_02.txt,0.33059542,0.572025441,0.889388702,2,12.68668413,54.40197943,11
74,PL76,2020-1-13,1m active raised s3,TT2_SS_03.txt,0.539809998,0.204994595,0.502201425,3,15.80213128,57.57026109,11
75,PL76,2020-1-13,1m active raised s3,TT2_SS_04.txt,-0.074636063,0.579610347,0.92083827,3,13.17333196,61.54471329,11
76,PL87,2021-2-19,1m active raised s3,TT2_SS_02.txt,-0.28420249,0.353437137,0.516427198,2,17.7712212,48.57049067,1
77,PL87,2021-2-19,1m active raised s3,TT2_SS_03.txt,-0.681628452,0.294164144,0.594559293,2,13.91621143,71.7814101,1
78,AM8,2021-4-6,1m floor s4,TT1_SS_06.txt,-0.016156606,0.228698344,0.209189438,0,,,1
79,AM8,2021-4-6,1m floor s4,TT2_SS_04.txt,-0.012376018,0.0998546,0.182628314,3,8.784669417,35.90798752,1
80,AM8,2021-4-6,1m floor s4,TT2_SS_06.txt,0.141391252,0.361860473,0.362091546,5,13.63771203,47.80927273,1
81,AM8,2021-4-9,1m floor s4,TT2_SS_01.txt,1.063328518,0.684189579,1.785368521,3,11.94437095,66.13059968,2
82,PL73,2019-10-28,1m floor s4,TT1_SS_02.txt,0.003190942,0.322577477,0.274359229,2,17.28091601,77.36833648,2
83,PL73,2019-10-28,1m floor s4,TT1_SS_04.txt,-0.254812669,0.138363584,0.224294206,1,12.70725121,,2
84,PL73,2019-10-28,1m floor s4,TT2_SS_01.txt,-0.551838011,0.407651769,0.744648731,2,11.28842156,82.13970519,2
85,PL76,2019-12-10,1m floor s4,TT1_SS_05.txt,0.424961258,0.269334009,0.554906168,4,13.28727387,65.32608786,4
86,PL76,2019-12-10,1m floor s4,TT1_SS_06.txt,0.654903449,0.258089815,0.473677578,4,10.75897882,61.05547597,4
87,PL76,2019-12-10,1m floor s4,TT2_SS_01.txt,1.21309106,0.575939225,0.869149026,4,11.54404086,68.40173946,4
88,PL76,2019-12-10,1m floor s4,TT2_SS_02.txt,1.189397039,0.463074077,1.044898891,3,11.2163824,62.57527662,4
89,PL76,2019-12-10,1m floor s4,TT3_SS_07.txt,-0.33687352,0.462460539,0.882091057,2,15.68764786,55.49249915,4
90,PL76,2019-12-10,1m floor s4,TT3_SS_09.txt,1.101976803,0.643743303,0.967038573,3,12.44947085,59.37584718,4
91,PL76,2019-12-10,1m floor s4,TT3_SS_11.txt,0.791413767,0.287157145,0.422662438,3,11.07089787,68.64623816,4
92,PL76,2019-12-10,1m floor s4,TT3_SS_14.txt,1.12074389,0.371357593,0.483989964,3,13.08440281,58.8651147,4
93,PL76,2019-12-11,1m floor s4,TT1_SS_03.txt,1.133288949,0.639643914,1.202827701,3,12.42339863,63.92417136,5
94,PL76,2019-12-11,1m floor s4,TT1_SS_04.txt,0.703493309,0.617215742,0.856188271,3,12.52736194,61.01913707,5
95,PL76,2019-12-11,1m floor s4,TT1_SS_07.txt,0.699092903,0.388286406,0.589098006,3,12.75818228,58.61851306,5
96,PL76,2019-12-11,1m floor s4,TT2_SS_05.txt,0.827470663,0.627189291,0.769592855,3,10.34412867,66.24722218,5
97,PL76,2019-12-11,1m floor s4,TT3_SS_10.txt,0.870597766,0.637019235,0.862524778,2,14.56216067,63.8347257,5
98,PL76,2019-12-11,1m floor s4,TT3_SS_12.txt,0.524026643,0.757077834,1.457668767,1,8.368812156,,5
99,PL76,2019-12-11,1m floor s4,TT3_SS_14.txt,1.278455355,0.455943872,0.408797846,2,10.89375207,58.39319847,5
100,PL76,2019-12-13,1m floor s4,TT1_SS_01.txt,-0.610781769,0.624311003,0.50633223,1,14.76119716,,6
101,PL76,2019-12-13,1m floor s4,TT1_SS_02.txt,1.502494388,0.687712167,0.975719365,2,13.63057747,65.94678912,6
102,PL76,2019-12-13,1m floor s4,TT1_SS_03.txt,0.587299923,0.588936074,0.577437161,3,13.0098472,63.45031282,6
103,PL76,2019-12-13,1m floor s4,TT2_SS_03.txt,1.259907304,0.685271564,1.299260228,3,12.52736194,62.36026869,6
104,PL76,2019-12-19,1m floor s4,TT3_SS_02.txt,1.288242038,0.646041911,0.788042822,3,12.95990518,60.77630956,7
105,PL76,2019-12-4,1m floor s4,TT3_SS_05.txt,-0.431527474,0.63873328,1.172442304,2,10.48423612,74.69279486,1
106,PL76,2019-12-4,1m floor s4,TT4_SS_03.txt,-0.13849164,0.212339028,0.424466935,1,8.012527618,,1
107,PL76,2019-12-5,1m floor s4,TT4_SS_01.txt,0.738820942,0.625435216,1.246969155,1,14.49520785,,2
108,PL76,2019-12-5,1m floor s4,TT4_SS_05.txt,1.554311953,0.579551674,1.092497554,3,10.34412867,66.92801102,2
109,PL76,2019-12-6,1m floor s4,TT3_SS_08.txt,0.700713463,0.418634889,0.607230097,1,13.45098362,,3
110,PL76,2019-12-6,1m floor s4,TT4_SS_04.txt,-0.61744879,0.593612507,0.752292778,3,11.24525344,58.58425904,3
111,PL76,2020-1-13,1m floor s4,TT2_SS_01.txt,0.981065855,0.52255675,0.264152489,5,13.68044126,53.88407525,11
112,PL76,2020-1-13,1m floor s4,TT2_SS_02.txt,1.536506591,0.604281098,0.809742794,3,10.80409004,64.51144236,11
113,PL76,2020-1-13,1m floor s4,TT2_SS_03.txt,0.246899827,0.404082202,0.406106114,2,14.92503344,52.72633688,11
114,PL76,2020-1-13,1m floor s4,TT2_SS_04.txt,1.005097887,0.712167337,0.89453996,3,12.44947085,64.0227838,11
115,PL87,2021-2-19,1m floor s4,TT2_SS_02.txt,0.614061432,0.705267586,0.685867738,2,12.70725121,49.54547813,1
116,PL87,2021-2-19,1m floor s4,TT2_SS_03.txt,0.915565983,0.609025019,0.924971232,2,11.669751,53.26158631,1
117,AM8,2021-4-6,1m passive raised s5,TT1_SS_06.txt,-0.278269505,0.192346066,0.181489861,1,8.799688013,,1
118,AM8,2021-4-6,1m passive raised s5,TT2_SS_04.txt,0,0.169684861,0.243250104,1,8.216264842,,1
119,AM8,2021-4-6,1m passive raised s5,TT2_SS_06.txt,-0.513359185,0.240187532,0.400868385,2,14.23098816,43.97116959,1
120,AM8,2021-4-9,1m passive raised s5,TT2_SS_01.txt,-0.714599303,0.449907925,0.764316751,3,15.73608099,64.67619911,2
121,PL73,2019-10-28,1m passive raised s5,TT1_SS_02.txt,0,0.365864538,0.373616673,3,14.05242231,65.08778348,2
122,PL73,2019-10-28,1m passive raised s5,TT1_SS_04.txt,-0.179345832,0.237159761,0.382979173,0,,,2
123,PL73,2019-10-28,1m passive raised s5,TT2_SS_01.txt,0.019224908,0.450643828,0.861017579,1,18.38349786,,2
124,PL76,2019-12-10,1m passive raised s5,TT1_SS_05.txt,0.830750059,0.100925871,0.537048479,2,13.8142263,55.46120028,4
125,PL76,2019-12-10,1m passive raised s5,TT1_SS_06.txt,-0.24574269,0.308255969,0.643353021,0,,,4
126,PL76,2019-12-10,1m passive raised s5,TT2_SS_01.txt,-0.247853664,0.455711391,0.796763304,2,14.51589715,58.8226523,4
127,PL76,2019-12-10,1m passive raised s5,TT2_SS_02.txt,-0.228487993,0.547090266,1.475162,1,12.21016637,,4
128,PL76,2019-12-10,1m passive raised s5,TT3_SS_07.txt,1.358231257,0.27865368,0.806724665,4,12.64995236,68.01274324,4
129,PL76,2019-12-10,1m passive raised s5,TT3_SS_09.txt,1.011097621,0.594460481,1.144519568,3,11.19080233,62.19370193,4
130,PL76,2019-12-10,1m passive raised s5,TT3_SS_11.txt,0.764790629,0.279474683,0.43136369,3,14.21609254,48.09791694,4
131,PL76,2019-12-10,1m passive raised s5,TT3_SS_14.txt,0.922934896,0.337682293,0.561634415,3,9.665846159,57.50386239,4
132,PL76,2019-12-11,1m passive raised s5,TT1_SS_03.txt,0.05934615,0.475103201,0.927643279,2,12.98834214,64.20261731,5
133,PL76,2019-12-11,1m passive raised s5,TT1_SS_04.txt,0.077895432,0.567398811,1.023654843,2,14.05257131,60.12281974,5
134,PL76,2019-12-11,1m passive raised s5,TT1_SS_07.txt,1.044888101,0.432003564,0.692227103,2,15.1403268,58.46845922,5
135,PL76,2019-12-11,1m passive raised s5,TT2_SS_05.txt,0.329166378,0.438694492,0.674662322,1,18.636454,,5
136,PL76,2019-12-11,1m passive raised s5,TT3_SS_10.txt,0.973383883,0.399467425,0.696411624,3,12.54793062,57.38638047,5
137,PL76,2019-12-11,1m passive raised s5,TT3_SS_12.txt,0.777793979,0.481497932,1.297185409,1,14.01721887,,5
138,PL76,2019-12-11,1m passive raised s5,TT3_SS_14.txt,1.060938384,0.30676504,0.289818864,3,12.57426418,51.48992622,5
139,PL76,2019-12-13,1m passive raised s5,TT1_SS_01.txt,-0.024931408,0.37817419,0.367903904,3,11.38952751,60.62726172,6
140,PL76,2019-12-13,1m passive raised s5,TT1_SS_02.txt,1.545056014,0.486324597,0.841524841,3,9.897113027,58.25279799,6
141,PL76,2019-12-13,1m passive raised s5,TT1_SS_03.txt,0.618283292,0.442732243,0.698128013,2,15.2090211,50.88796796,6
142,PL76,2019-12-13,1m passive raised s5,TT2_SS_03.txt,1.068095983,0.612764968,1.256806244,2,11.18429399,54.28613624,6
143,PL76,2019-12-19,1m passive raised s5,TT3_SS_02.txt,0.248243552,0.559468572,0.619862859,1,16.80447497,,7
144,PL76,2019-12-4,1m passive raised s5,TT3_SS_05.txt,0.045725415,0.383467546,0.998396291,2,14.06666057,42.29643671,1
145,PL76,2019-12-4,1m passive raised s5,TT4_SS_03.txt,-0.605126073,0.23559689,0.387937563,1,8.222784831,,1
146,PL76,2019-12-5,1m passive raised s5,TT4_SS_01.txt,-0.141608242,0.468859371,0.673270459,2,14.92106977,65.65066051,2
147,PL76,2019-12-5,1m passive raised s5,TT4_SS_05.txt,0.519666349,0.375597713,0.860734431,3,9.597049227,51.45801137,2
148,PL76,2019-12-6,1m passive raised s5,TT3_SS_08.txt,0.100705356,0.268094357,0.351338249,3,14.73368111,56.54222498,3
149,PL76,2019-12-6,1m passive raised s5,TT4_SS_04.txt,0.810459704,0.589079262,0.653608501,2,13.73399149,71.96869615,3
150,PL76,2020-1-13,1m passive raised s5,TT2_SS_01.txt,0.178007507,0.489696347,0.320517308,3,12.0962702,63.74955768,11
151,PL76,2020-1-13,1m passive raised s5,TT2_SS_02.txt,0.142454029,0.415243099,0.740535161,4,11.36246734,57.37912719,11
152,PL76,2020-1-13,1m passive raised s5,TT2_SS_03.txt,0.153158881,0.169317433,0.698066256,2,13.77265458,50.18577153,11
153,PL76,2020-1-13,1m passive raised s5,TT2_SS_04.txt,-0.272870601,0.591450978,0.877640061,4,12.10311005,61.96622764,11
154,PL87,2021-2-19,1m passive raised s5,TT2_SS_02.txt,-0.296847733,0.443741638,0.477128249,1,12.13092667,,1
155,PL87,2021-2-19,1m passive raised s5,TT2_SS_03.txt,-0.496540036,0.287732112,0.549851322,4,10.67003547,56.48299096,1
156,AM8,2021-4-6,1m floor s6,TT1_SS_06.txt,-0.344771251,0.291181937,0.208641153,1,11.07089787,,1
157,AM8,2021-4-6,1m floor s6,TT2_SS_04.txt,-0.283485121,0.354916952,0.266516749,1,15.53185803,,1
158,AM8,2021-4-6,1m floor s6,TT2_SS_06.txt,-0.322302194,0.444369902,0.376538189,3,10.12232986,41.53004802,1
159,AM8,2021-4-9,1m floor s6,TT2_SS_01.txt,0.470101792,0.747973392,1.759036331,2,10.89375207,70.59259419,2
160,PL73,2019-10-28,1m floor s6,TT1_SS_02.txt,0.563328155,0.348715732,0.24236437,2,12.47548858,61.4278233,2
161,PL73,2019-10-28,1m floor s6,TT1_SS_04.txt,-0.19386837,0.082426814,0.192151525,1,13.45098362,,2
162,PL73,2019-10-28,1m floor s6,TT2_SS_01.txt,-0.241040904,0.34115145,0.729940397,2,12.63046954,70.40195059,2
163,PL76,2019-12-10,1m floor s6,TT1_SS_05.txt,0.889525712,0.33692674,0.588138089,3,14.91416702,62.21808731,4
164,PL76,2019-12-10,1m floor s6,TT1_SS_06.txt,1.115167606,0.380916775,0.483828697,3,13.05959823,57.3349218,4
165,PL76,2019-12-10,1m floor s6,TT2_SS_01.txt,1.180630064,0.553772824,0.931279568,3,10.28124585,64.80297901,4
166,PL76,2019-12-10,1m floor s6,TT2_SS_02.txt,1.275334178,0.697898309,1.037417476,3,11.78036723,63.36873338,4
167,PL76,2019-12-10,1m floor s6,TT3_SS_07.txt,1.279170597,0.331764974,0.899258897,4,10.48423612,57.73467291,4
168,PL76,2019-12-10,1m floor s6,TT3_SS_09.txt,0.888011757,0.781681786,1.306211049,3,10.46876123,59.32497925,4
169,PL76,2019-12-10,1m floor s6,TT3_SS_11.txt,1.098873552,0.522611045,0.560243623,4,11.79412131,64.38551464,4
170,PL76,2019-12-10,1m floor s6,TT3_SS_14.txt,0.606229821,0.458838722,0.688567664,3,12.18623877,57.33787144,4
171,PL76,2019-12-11,1m floor s6,TT1_SS_03.txt,1.048169586,0.68377173,1.021070406,3,11.41694663,67.04516766,5
172,PL76,2019-12-11,1m floor s6,TT1_SS_04.txt,1.534185934,0.64905909,1.058584201,3,11.86265252,64.88245002,5
173,PL76,2019-12-11,1m floor s6,TT1_SS_07.txt,1.368720139,0.634614707,0.934241122,3,10.62249576,62.94405677,5
174,PL76,2019-12-11,1m floor s6,TT2_SS_05.txt,0.996935838,0.445606827,0.560418266,3,16.91107583,59.04426144,5
175,PL76,2019-12-11,1m floor s6,TT3_SS_10.txt,0.236654368,0.496089901,0.700024296,2,15.11929368,65.69273908,5
176,PL76,2019-12-11,1m floor s6,TT3_SS_12.txt,0.903035621,0.520918157,1.388014598,3,10.15431202,61.92010381,5
177,PL76,2019-12-11,1m floor s6,TT3_SS_14.txt,1.643699766,0.448693841,0.349475621,3,13.03474645,57.97628073,5
178,PL76,2019-12-13,1m floor s6,TT1_SS_01.txt,0,0.538162393,0.538896711,2,12.7454686,56.35675827,6
179,PL76,2019-12-13,1m floor s6,TT1_SS_02.txt,0.380076609,0.729958226,1.052007459,2,10.84901368,67.19066031,6
180,PL76,2019-12-13,1m floor s6,TT1_SS_03.txt,0.542904882,0.60517134,0.681214468,3,12.93486187,60.50527076,6
181,PL76,2019-12-13,1m floor s6,TT2_SS_03.txt,0.21361599,0.6683922,1.543068735,3,10.65297644,64.10963769,6
182,PL76,2019-12-19,1m floor s6,TT3_SS_02.txt,0.58409019,0.672802834,0.82366277,3,10.18619377,64.56633881,7
183,PL76,2019-12-4,1m floor s6,TT3_SS_05.txt,-0.385641416,0.470849916,0.901591656,2,14.95758535,74.76722941,1
184,PL76,2019-12-4,1m floor s6,TT4_SS_03.txt,-0.140087775,0.228130389,0.545123557,2,13.63057747,44.10402306,1
185,PL76,2019-12-5,1m floor s6,TT4_SS_01.txt,0.422488182,0.583468344,0.862347505,1,17.75293148,,2
186,PL76,2019-12-5,1m floor s6,TT4_SS_05.txt,1.196475528,0.592441343,0.954677076,3,10.02577125,66.8430645,2
187,PL76,2019-12-6,1m floor s6,TT3_SS_08.txt,-0.039634872,0.492456357,0.876847883,1,14.89241038,,3
188,PL76,2019-12-6,1m floor s6,TT4_SS_04.txt,0.794395614,0.484311818,0.817923497,2,15.27929066,59.59974921,3
189,PL76,2020-1-13,1m floor s6,TT2_SS_01.txt,1.345514072,0.434372817,0.280051323,2,12.85943929,61.45466262,11
190,PL76,2020-1-13,1m floor s6,TT2_SS_02.txt,0.96736925,0.439431246,0.78094975,4,12.01879143,60.74785683,11
191,PL76,2020-1-13,1m floor s6,TT2_SS_03.txt,0.544819404,0.185852075,0.356781977,2,9.763614182,54.97930789,11
192,PL76,2020-1-13,1m floor s6,TT2_SS_04.txt,1.041566229,0.721411389,1.000075146,3,12.1061531,60.40023595,11
193,PL87,2021-2-19,1m floor s6,TT2_SS_02.txt,0.855798597,0.652016045,0.588873172,2,11.99854071,52.10972829,1
194,PL87,2021-2-19,1m floor s6,TT2_SS_03.txt,0.249932732,0.543913696,0.886913104,2,13.7017559,50.5510199,1
